SNo,ObservationDate,State,Country,Last Update
5375,3/13/2020,Wyoming,US,2020-03-11T20:00:00
5376,3/13/2020,,Vietnam,2020-03-11T20:00:00
5377,3/13/2020,,Mongolia,2020-03-11T20:00:00
5378,3/13/2020,,Jamaica,2020-03-11T20:00:00
5379,3/13/2020,,Afghanistan,2020-03-11T20:00:00
5380,3/13/2020,,Monaco,2020-03-11T20:00:00
5381,3/13/2020,,Liechtenstein,2020-03-11T20:00:00
5382,3/13/2020,,Guyana,2020-03-11T20:00:00
5383,3/13/2020,,Taiwan,2020-03-11T20:00:00
5384,3/14/2020,Hubei,Mainland China,2020-03-14T10:13:09
5385,3/14/2020,,Italy,2020-03-14T20:13:16
5386,3/14/2020,,Iran,2020-03-14T11:33:06
5387,3/14/2020,,South Korea,2020-03-14T01:33:02
5388,3/14/2020,,Spain,2020-03-14T22:13:11
5389,3/14/2020,,Germany,2020-03-14T22:13:11
5390,3/14/2020,France,France,2020-03-14T20:13:16
5391,3/14/2020,,Switzerland,2020-03-14T11:53:29
5392,3/14/2020,Guangdong,Mainland China,2020-03-14T01:13:11
5393,3/14/2020,Henan,Mainland China,2020-03-14T09:53:08
5394,3/14/2020,Zhejiang,Mainland China,2020-03-14T02:14:15
5395,3/14/2020,United Kingdom,UK,2020-03-14T14:53:04
5396,3/14/2020,,Norway,2020-03-14T22:13:11
5397,3/14/2020,Hunan,Mainland China,2020-03-14T08:33:03
5398,3/14/2020,Anhui,Mainland China,2020-03-11T02:18:14
5399,3/14/2020,,Sweden,2020-03-14T22:13:11
5400,3/14/2020,,Netherlands,2020-03-14T22:13:11
5401,3/14/2020,Jiangxi,Mainland China,2020-03-12T02:13:04
5402,3/14/2020,Denmark,Denmark,2020-03-14T22:13:32
5403,3/14/2020,,Japan,2020-03-14T22:33:03
5404,3/14/2020,Shandong,Mainland China,2020-03-14T04:33:02
5405,3/14/2020,Diamond Princess cruise ship,Others,2020-03-13T14:13:25
5406,3/14/2020,,Belgium,2020-03-14T11:53:29
5407,3/14/2020,,Austria,2020-03-14T16:13:55
5408,3/14/2020,Jiangsu,Mainland China,2020-03-13T11:09:03
5409,3/14/2020,Chongqing,Mainland China,2020-03-14T23:53:02
5410,3/14/2020,Washington,US,2020-03-14T22:13:19
5411,3/14/2020,Sichuan,Mainland China,2020-03-14T04:33:02
5412,3/14/2020,New York,US,2020-03-14T22:13:32
5413,3/14/2020,Heilongjiang,Mainland China,2020-03-14T00:13:05
5414,3/14/2020,Beijing,Mainland China,2020-03-14T02:13:47
5415,3/14/2020,Shanghai,Mainland China,2020-03-14T23:53:02
5416,3/14/2020,California,US,2020-03-14T22:13:32
5417,3/14/2020,,Qatar,2020-03-14T22:33:03
5418,3/14/2020,Hebei,Mainland China,2020-03-13T11:09:03
5419,3/14/2020,Fujian,Mainland China,2020-03-11T02:18:14
5420,3/14/2020,Guangxi,Mainland China,2020-03-13T11:09:03
5421,3/14/2020,Shaanxi,Mainland China,2020-03-12T01:33:02
5422,3/14/2020,,Malaysia,2020-03-14T16:13:55
5423,3/14/2020,,Greece,2020-03-14T22:33:03
5424,3/14/2020,,Finland,2020-03-14T22:33:03
5425,3/14/2020,,Singapore,2020-03-14T16:14:30
5426,3/14/2020,,Bahrain,2020-03-14T11:53:29
5427,3/14/2020,,Israel,2020-03-14T20:13:16
5428,3/14/2020,,Czech Republic,2020-03-14T20:13:16
5429,3/14/2020,,Slovenia,2020-03-14T22:33:03
5430,3/14/2020,Yunnan,Mainland China,2020-03-14T23:33:02
5431,3/14/2020,,Portugal,2020-03-14T16:14:47
5432,3/14/2020,Hainan,Mainland China,2020-03-12T03:53:02
5433,3/14/2020,,Iceland,2020-03-14T14:53:04
5434,3/14/2020,,Brazil,2020-03-13T22:21:58
5435,3/14/2020,Guizhou,Mainland China,2020-03-14T00:53:03
5436,3/14/2020,Hong Kong,Hong Kong,2020-03-14T12:53:06
5437,3/14/2020,Massachusetts,US,2020-03-14T22:13:19
5438,3/14/2020,Tianjin,Mainland China,2020-03-12T01:53:03
5439,3/14/2020,Shanxi,Mainland China,2020-03-13T11:09:03
5440,3/14/2020,Gansu,Mainland China,2020-03-14T03:13:08
5441,3/14/2020,,Ireland,2020-03-14T20:13:16
5442,3/14/2020,Liaoning,Mainland China,2020-03-14T00:13:05
5443,3/14/2020,,Romania,2020-03-14T22:33:03
5444,3/14/2020,,Estonia,2020-03-14T20:33:03
5445,3/14/2020,New South Wales,Australia,2020-03-14T13:33:04
5446,3/14/2020,,Philippines,2020-03-14T20:33:03
5447,3/14/2020,,Iraq,2020-03-14T22:33:03
5448,3/14/2020,,Egypt,2020-03-14T22:33:03
5449,3/14/2020,,Kuwait,2020-03-14T16:14:34
5450,3/14/2020,,Poland,2020-03-14T22:53:02
5451,3/14/2020,,Saudi Arabia,2020-03-14T20:33:03
5452,3/14/2020,,India,2020-03-14T20:33:03
5453,3/14/2020,Colorado,US,2020-03-14T22:13:32
5454,3/14/2020,,Indonesia,2020-03-14T22:53:02
5455,3/14/2020,Jilin,Mainland China,2020-03-13T11:09:03
5456,3/14/2020,,Lebanon,2020-03-14T12:13:12
5457,3/14/2020,,United Arab Emirates,2020-03-13T22:21:58
5458,3/14/2020,,Thailand,2020-03-14T12:13:12
5459,3/14/2020,,San Marino,2020-03-14T22:53:02
5460,3/14/2020,Ontario,Canada,2020-03-14T13:13:25
5461,3/14/2020,Louisiana,US,2020-03-14T22:13:32
5462,3/14/2020,Xinjiang,Mainland China,2020-03-11T02:18:14
5463,3/14/2020,Florida,US,2020-03-14T18:53:03
5464,3/14/2020,Inner Mongolia,Mainland China,2020-03-11T03:53:03
5465,3/14/2020,Ningxia,Mainland China,2020-03-14T09:53:08
5466,3/14/2020,New Jersey,US,2020-03-14T22:13:32
5467,3/14/2020,Georgia,US,2020-03-14T17:53:03
5468,3/14/2020,British Columbia,Canada,2020-03-14T00:13:05
5469,3/14/2020,Illinois,US,2020-03-14T22:33:04
5470,3/14/2020,,Chile,2020-03-14T20:33:03
5471,3/14/2020,,Russia,2020-03-14T22:53:02
5472,3/14/2020,Texas,US,2020-03-14T22:33:03
5473,3/14/2020,,Taiwan,2020-03-14T07:13:11
5474,3/14/2020,,Vietnam,2020-03-14T12:13:12
5475,3/14/2020,,Luxembourg,2020-03-14T20:33:03
5476,3/14/2020,Victoria,Australia,2020-03-14T13:33:04
5477,3/14/2020,Pennsylvania,US,2020-03-14T18:53:03
5478,3/14/2020,Queensland,Australia,2020-03-14T13:33:04
5479,3/14/2020,,Serbia,2020-03-14T22:53:02
5480,3/14/2020,Diamond Princess cruise ship,US,2020-03-10T02:33:04
5481,3/14/2020,,Slovakia,2020-03-14T20:33:03
5482,3/14/2020,,Bulgaria,2020-03-14T20:33:03
5483,3/14/2020,Virginia,US,2020-03-14T22:33:03
5484,3/14/2020,,Brunei,2020-03-14T20:33:03
5485,3/14/2020,,Albania,2020-03-14T12:33:03
5486,3/14/2020,,Croatia,2020-03-14T20:33:03
5487,3/14/2020,,Peru,2020-03-14T12:33:03
5488,3/14/2020,,South Africa,2020-03-14T16:14:56
5489,3/14/2020,,Algeria,2020-03-14T12:33:03
5490,3/14/2020,,Panama,2020-03-14T12:33:03
5491,3/14/2020,,Argentina,2020-03-14T20:33:03
5492,3/14/2020,Oregon,US,2020-03-14T16:33:03
5493,3/14/2020,Tennessee,US,2020-03-14T22:33:04
5494,3/14/2020,,Pakistan,2020-03-14T20:33:03
5495,3/14/2020,,Georgia,2020-03-14T12:33:03
5496,3/14/2020,,Hungary,2020-03-14T22:53:02
5497,3/14/2020,Alberta,Canada,2020-03-14T00:13:05
5498,3/14/2020,,Ecuador,2020-03-14T22:53:02
5499,3/14/2020,,Belarus,2020-03-13T22:21:59
5500,3/14/2020,Wisconsin,US,2020-03-14T22:33:03
5501,3/14/2020,,Costa Rica,2020-03-14T12:33:03
5502,3/14/2020,,Cyprus,2020-03-14T22:53:02
5503,3/14/2020,,Latvia,2020-03-14T12:33:03
5504,3/14/2020,,Mexico,2020-03-14T20:53:02
5505,3/14/2020,Maryland,US,2020-03-14T22:33:03
5506,3/14/2020,Ohio,US,2020-03-14T18:53:03
5507,3/14/2020,Michigan,US,2020-03-14T16:53:03
5508,3/14/2020,North Carolina,US,2020-03-14T18:13:23
5509,3/14/2020,,Colombia,2020-03-14T20:53:02
5510,3/14/2020,Connecticut,US,2020-03-14T22:33:03
5511,3/14/2020,Grand Princess,US,2020-03-10T02:33:04
5512,3/14/2020,Minnesota,US,2020-03-14T18:53:03
5513,3/14/2020,Nevada,US,2020-03-14T22:33:03
5514,3/14/2020,Rhode Island,US,2020-03-14T18:53:03
5515,3/14/2020,South Australia,Australia,2020-03-14T13:33:04
5516,3/14/2020,,Oman,2020-03-13T23:33:05
5517,3/14/2020,South Carolina,US,2020-03-14T22:33:03
5518,3/14/2020,,Armenia,2020-03-14T20:53:02
5519,3/14/2020,,Bosnia and Herzegovina,2020-03-14T12:33:03
5520,3/14/2020,Qinghai,Mainland China,2020-03-11T02:18:14
5521,3/14/2020,,Malta,2020-03-14T12:33:03
5522,3/14/2020,,Tunisia,2020-03-14T20:53:02
5523,3/14/2020,Western Australia,Australia,2020-03-14T13:33:04
5524,3/14/2020,Quebec,Canada,2020-03-13T13:33:03
5525,3/14/2020,,Morocco,2020-03-14T20:53:02
5526,3/14/2020,Iowa,US,2020-03-13T23:53:03
5527,3/14/2020,Indiana,US,2020-03-14T16:53:03
5528,3/14/2020,,Azerbaijan,2020-03-13T12:13:36
5529,3/14/2020,,North Macedonia,2020-03-13T23:33:05
5530,3/14/2020,Kentucky,US,2020-03-13T23:53:03
5531,3/14/2020,Nebraska,US,2020-03-14T16:53:03
5532,3/14/2020,,Moldova,2020-03-14T20:53:02
5533,3/14/2020,Arizona,US,2020-03-14T18:13:23
5534,3/14/2020,Arkansas,US,2020-03-14T22:33:03
5535,3/14/2020,,Afghanistan,2020-03-14T14:53:04
5536,3/14/2020,,Dominican Republic,2020-03-14T20:53:02
5537,3/14/2020,,Bolivia,2020-03-14T12:53:07
5538,3/14/2020,Macau,Macau,2020-03-11T18:52:03
5539,3/14/2020,,Maldives,2020-03-14T16:14:58
5540,3/14/2020,,Senegal,2020-03-13T23:33:05
5541,3/14/2020,,Sri Lanka,2020-03-14T16:14:58
5542,3/14/2020,District of Columbia,US,2020-03-11T22:53:03
5543,3/14/2020,New Mexico,US,2020-03-14T00:13:05
5544,3/14/2020,Utah,US,2020-03-14T18:53:03
5545,3/14/2020,Faroe Islands,Denmark,2020-03-14T16:33:03
5546,3/14/2020,,Martinique,2020-03-14T14:53:04
5547,3/14/2020,South Dakota,US,2020-03-14T16:53:03
5548,3/14/2020,,Jamaica,2020-03-13T22:22:02
5549,3/14/2020,,Lithuania,2020-03-14T14:53:04
5550,3/14/2020,Kansas,US,2020-03-14T22:33:03
5551,3/14/2020,,Cambodia,2020-03-14T12:53:07
5552,3/14/2020,New Hampshire,US,2020-03-14T16:53:03
5553,3/14/2020,,Kazakhstan,2020-03-14T12:53:07
5554,3/14/2020,,New Zealand,2020-03-14T20:53:02
5555,3/14/2020,,Paraguay,2020-03-13T23:33:06
5556,3/14/2020,,Reunion,2020-03-14T20:53:02
5557,3/14/2020,Alabama,US,2020-03-14T16:53:03
5558,3/14/2020,Delaware,US,2020-03-14T18:13:20
5559,3/14/2020,Mississippi,US,2020-03-14T16:53:03
5560,3/14/2020,Tasmania,Australia,2020-03-14T01:53:03
5561,3/14/2020,Fench Guiana,France,2020-03-14T16:53:03
5562,3/14/2020,,French Guiana,2020-03-07T03:23:05
5563,3/14/2020,,Turkey,2020-03-13T23:33:06
5564,3/14/2020,Montana,US,2020-03-14T16:53:03
5565,3/14/2020,Vermont,US,2020-03-14T22:33:04
5566,3/14/2020,Manitoba,Canada,2020-03-14T00:13:05
5567,3/14/2020,,Cuba,2020-03-13T23:53:02
5568,3/14/2020,,Liechtenstein,2020-03-14T20:53:02
5569,3/14/2020,Hawaii,US,2020-03-14T19:53:03
5570,3/14/2020,Missouri,US,2020-03-14T16:53:03
5571,3/14/2020,Oklahoma,US,2020-03-14T16:53:03
5572,3/14/2020,,Uruguay,2020-03-14T16:33:03
5573,3/14/2020,,Bangladesh,2020-03-13T22:22:02
5574,3/14/2020,French Polynesia,France,2020-03-14T16:53:03
5575,3/14/2020,,Ghana,2020-03-14T23:13:05
5576,3/14/2020,Maine,US,2020-03-14T16:53:03
5577,3/14/2020,Puerto Rico,US,2020-03-14T18:33:03
5578,3/14/2020,,Ukraine,2020-03-13T22:22:02
5579,3/14/2020,,Aruba,2020-03-13T23:53:03
5580,3/14/2020,,Burkina Faso,2020-03-13T22:22:02
5581,3/14/2020,,Cameroon,2020-03-13T22:22:02
5582,3/14/2020,Saskatchewan,Canada,2020-03-14T00:13:05
5583,3/14/2020,,Congo (Kinshasa),2020-03-13T22:22:02
5584,3/14/2020,St Martin,France,2020-03-14T16:33:03
5585,3/14/2020,,Honduras,2020-03-13T22:22:02
5586,3/14/2020,,Jersey,2020-03-14T16:33:03
5587,3/14/2020,,Monaco,2020-03-14T23:13:05
5588,3/14/2020,,Namibia,2020-03-14T16:33:03
5589,3/14/2020,,Nigeria,2020-03-13T22:22:02
5590,3/14/2020,,Seychelles,2020-03-14T23:13:06
5591,3/14/2020,,Trinidad and Tobago,2020-03-14T16:15:01
5592,3/14/2020,Idaho,US,2020-03-14T22:33:03
5593,3/14/2020,Wyoming,US,2020-03-14T16:53:03
5594,3/14/2020,Channel Islands,UK,2020-03-11T20:53:02
5595,3/14/2020,,Venezuela,2020-03-14T12:53:07
5596,3/14/2020,,Andorra,2020-03-13T22:22:02
5597,3/14/2020,,Antigua and Barbuda,2020-03-13T22:22:06
5598,3/14/2020,Australian Capital Territory,Australia,2020-03-14T01:53:03
5599,3/14/2020,Northern Territory,Australia,2020-03-14T01:53:03
5600,3/14/2020,,Bhutan,2020-03-13T22:22:02
5601,3/14/2020,New Brunswick,Canada,2020-03-11T23:13:06
5602,3/14/2020,,Cayman Islands,2020-03-13T12:33:03
5603,3/14/2020,Tibet,Mainland China,2020-03-11T02:18:14
5604,3/14/2020,,Ivory Coast,2020-03-13T22:22:02
5605,3/14/2020,,Curacao,2020-03-14T16:15:18
5606,3/14/2020,,Eswatini,2020-03-14T13:13:25
5607,3/14/2020,,Ethiopia,2020-03-13T23:33:06
5608,3/14/2020,Saint Barthelemy,France,2020-03-14T16:33:03
5609,3/14/2020,,Gabon,2020-03-14T13:33:04
5610,3/14/2020,,Guadeloupe,2020-03-13T12:33:03
5611,3/14/2020,,Guatemala,2020-03-14T01:33:03
5612,3/14/2020,,Guernsey,2020-03-13T22:22:03
5613,3/14/2020,,Guinea,2020-03-13T15:33:33
5614,3/14/2020,,Guyana,2020-03-14T23:33:02
5615,3/14/2020,,Holy See,2020-03-13T22:22:02
5616,3/14/2020,,Jordan,2020-03-14T12:53:07
5617,3/14/2020,,Kenya,2020-03-13T22:22:03
5618,3/14/2020,,Mauritania,2020-03-14T12:53:07
5619,3/14/2020,,Mongolia,2020-03-13T22:22:02
5620,3/14/2020,,Nepal,2020-03-13T22:22:03
5621,3/14/2020,,Rwanda,2020-03-14T12:53:07
5622,3/14/2020,,Saint Lucia,2020-03-14T16:15:18
5623,3/14/2020,,Saint Vincent and the Grenadines,2020-03-14T16:33:03
5624,3/14/2020,,Sudan,2020-03-14T01:13:32
5625,3/14/2020,,Suriname,2020-03-14T16:33:03
5626,3/14/2020,,Togo,2020-03-13T22:22:02
5627,3/14/2020,North Dakota,US,2020-03-12T09:33:03
5628,3/14/2020,"Virgin Islands, U.S.",US,2020-03-14T16:15:18
5629,3/14/2020,Gibraltar,UK,2020-03-14T16:33:03
5630,3/14/2020,Diamond Princess cruise ship,Australia,2020-03-14T02:33:04
5631,3/14/2020,West Virginia,US,2020-03-10T02:33:04
5632,3/14/2020,,occupied Palestinian territory,2020-03-11T20:53:02
5633,3/15/2020,Hubei,Mainland China,2020-03-15T18:20:18
5634,3/15/2020,,Italy,2020-03-14T20:13:16
5635,3/15/2020,,Iran,2020-03-15T18:20:18
5636,3/15/2020,,South Korea,2020-03-15T18:20:18
5637,3/15/2020,,Spain,2020-03-15T18:20:18
5638,3/15/2020,,Germany,2020-03-15T18:20:18
5639,3/15/2020,France,France,2020-03-15T18:20:18
5640,3/15/2020,,Switzerland,2020-03-15T18:20:18
5641,3/15/2020,Guangdong,Mainland China,2020-03-15T18:20:18
5642,3/15/2020,Henan,Mainland China,2020-03-14T09:53:08
5643,3/15/2020,Zhejiang,Mainland China,2020-03-15T01:33:02
5644,3/15/2020,,Norway,2020-03-15T18:20:18
5645,3/15/2020,United Kingdom,UK,2020-03-14T14:53:04
5646,3/15/2020,,Netherlands,2020-03-15T18:20:18
5647,3/15/2020,,Sweden,2020-03-15T18:20:18
5648,3/15/2020,Hunan,Mainland China,2020-03-14T08:33:03
5649,3/15/2020,Anhui,Mainland China,2020-03-11T02:18:14
5650,3/15/2020,Jiangxi,Mainland China,2020-03-12T02:13:04
5651,3/15/2020,,Belgium,2020-03-15T18:20:18
5652,3/15/2020,Denmark,Denmark,2020-03-15T18:20:19
5653,3/15/2020,,Austria,2020-03-15T18:20:18
5654,3/15/2020,,Japan,2020-03-14T22:33:03
5655,3/15/2020,Shandong,Mainland China,2020-03-14T04:33:02
5656,3/15/2020,New York,US,2020-03-15T18:20:19
5657,3/15/2020,Diamond Princess cruise ship,Others,2020-03-13T14:13:25
5658,3/15/2020,Washington,US,2020-03-15T02:13:21
5659,3/15/2020,Jiangsu,Mainland China,2020-03-15T01:53:02
5660,3/15/2020,Chongqing,Mainland China,2020-03-15T03:53:04
5661,3/15/2020,Sichuan,Mainland China,2020-03-15T18:20:18
5662,3/15/2020,Heilongjiang,Mainland China,2020-03-15T00:33:02
5663,3/15/2020,Beijing,Mainland China,2020-03-15T01:13:10
5664,3/15/2020,,Malaysia,2020-03-15T18:20:18
5665,3/15/2020,California,US,2020-03-15T18:33:03
5666,3/15/2020,Shanghai,Mainland China,2020-03-14T23:53:02
5667,3/15/2020,,Qatar,2020-03-14T22:33:03
5668,3/15/2020,Hebei,Mainland China,2020-03-13T11:09:03
5669,3/15/2020,Fujian,Mainland China,2020-03-11T02:18:14
5670,3/15/2020,Guangxi,Mainland China,2020-03-13T11:09:03
5671,3/15/2020,Shaanxi,Mainland China,2020-03-12T01:33:02
5672,3/15/2020,,Portugal,2020-03-15T18:20:18
5673,3/15/2020,,Finland,2020-03-15T18:20:18
5674,3/15/2020,,Czech Republic,2020-03-15T18:20:18
5675,3/15/2020,,Greece,2020-03-15T18:20:18
5676,3/15/2020,,Singapore,2020-03-15T18:20:18
5677,3/15/2020,,Slovenia,2020-03-15T18:20:18
5678,3/15/2020,,Bahrain,2020-03-14T11:53:29
5679,3/15/2020,,Israel,2020-03-15T18:20:18
5680,3/15/2020,Yunnan,Mainland China,2020-03-14T23:33:02
5681,3/15/2020,Hainan,Mainland China,2020-03-12T03:53:02
5682,3/15/2020,,Brazil,2020-03-15T18:20:18
5683,3/15/2020,,Iceland,2020-03-15T18:20:18
5684,3/15/2020,Guizhou,Mainland China,2020-03-14T00:53:03
5685,3/15/2020,Hong Kong,Hong Kong,2020-03-15T18:20:18
5686,3/15/2020,,Philippines,2020-03-15T18:20:18
5687,3/15/2020,Massachusetts,US,2020-03-14T22:13:19
5688,3/15/2020,Tianjin,Mainland China,2020-03-15T18:20:18
5689,3/15/2020,,Estonia,2020-03-15T18:20:18
5690,3/15/2020,New South Wales,Australia,2020-03-15T18:20:19
5691,3/15/2020,Gansu,Mainland China,2020-03-15T18:20:18
5692,3/15/2020,Shanxi,Mainland China,2020-03-13T11:09:03
5693,3/15/2020,,Romania,2020-03-15T18:20:18
5694,3/15/2020,,Ireland,2020-03-14T20:13:16
5695,3/15/2020,Liaoning,Mainland China,2020-03-15T04:13:27
5696,3/15/2020,,Poland,2020-03-15T18:20:18
5697,3/15/2020,,Indonesia,2020-03-15T18:20:18
5698,3/15/2020,Florida,US,2020-03-15T18:20:19
5699,3/15/2020,,Thailand,2020-03-15T18:20:18
5700,3/15/2020,,India,2020-03-15T18:20:18
5701,3/15/2020,,Kuwait,2020-03-15T18:20:18
5702,3/15/2020,,Egypt,2020-03-15T18:20:18
5703,3/15/2020,,Iraq,2020-03-14T22:33:03
5704,3/15/2020,,Lebanon,2020-03-15T18:20:18
5705,3/15/2020,Ontario,Canada,2020-03-15T01:53:03
5706,3/15/2020,,Saudi Arabia,2020-03-14T20:33:03
5707,3/15/2020,Colorado,US,2020-03-14T22:13:32
5708,3/15/2020,Georgia,US,2020-03-15T18:20:19
5709,3/15/2020,Jilin,Mainland China,2020-03-13T11:09:03
5710,3/15/2020,,San Marino,2020-03-15T18:20:18
5711,3/15/2020,Louisiana,US,2020-03-15T18:20:19
5712,3/15/2020,,United Arab Emirates,2020-03-15T18:20:18
5713,3/15/2020,Xinjiang,Mainland China,2020-03-11T02:18:14
5714,3/15/2020,Inner Mongolia,Mainland China,2020-03-11T03:53:03
5715,3/15/2020,Ningxia,Mainland China,2020-03-14T09:53:08
5716,3/15/2020,New Jersey,US,2020-03-15T18:20:19
5717,3/15/2020,British Columbia,Canada,2020-03-15T01:53:02
5718,3/15/2020,Illinois,US,2020-03-15T18:20:19
5719,3/15/2020,,Russia,2020-03-15T18:20:18
5720,3/15/2020,Texas,US,2020-03-15T18:20:19
5721,3/15/2020,Queensland,Australia,2020-03-15T18:20:19
5722,3/15/2020,,Chile,2020-03-14T20:33:03
5723,3/15/2020,,Luxembourg,2020-03-15T18:20:18
5724,3/15/2020,,Taiwan,2020-03-15T06:53:03
5725,3/15/2020,Victoria,Australia,2020-03-15T18:20:19
5726,3/15/2020,,Vietnam,2020-03-15T18:20:18
5727,3/15/2020,,Slovakia,2020-03-15T18:20:18
5728,3/15/2020,,Pakistan,2020-03-15T18:20:18
5729,3/15/2020,,South Africa,2020-03-15T18:20:18
5730,3/15/2020,,Brunei,2020-03-15T18:20:18
5731,3/15/2020,,Croatia,2020-03-15T18:20:18
5732,3/15/2020,,Algeria,2020-03-15T18:20:18
5733,3/15/2020,Pennsylvania,US,2020-03-14T18:53:03
5734,3/15/2020,,Serbia,2020-03-14T22:53:02
5735,3/15/2020,Diamond Princess cruise ship,US,2020-03-10T02:33:04
5736,3/15/2020,,Argentina,2020-03-15T18:20:18
5737,3/15/2020,Virginia,US,2020-03-15T18:20:19
5738,3/15/2020,,Bulgaria,2020-03-15T18:20:18
5739,3/15/2020,,Panama,2020-03-15T18:20:18
5740,3/15/2020,,Peru,2020-03-15T18:20:18
5741,3/15/2020,,Albania,2020-03-15T18:20:18
5742,3/15/2020,,Mexico,2020-03-15T18:20:18
5743,3/15/2020,Alberta,Canada,2020-03-15T01:53:03
5744,3/15/2020,Oregon,US,2020-03-15T18:20:19
5745,3/15/2020,Minnesota,US,2020-03-15T18:20:19
5746,3/15/2020,,Colombia,2020-03-15T18:20:18
5747,3/15/2020,Michigan,US,2020-03-15T18:20:19
5748,3/15/2020,,Hungary,2020-03-15T18:20:18
5749,3/15/2020,North Carolina,US,2020-03-15T18:20:19
5750,3/15/2020,Tennessee,US,2020-03-14T22:33:04
5751,3/15/2020,Maryland,US,2020-03-15T18:20:19
5752,3/15/2020,,Georgia,2020-03-14T12:33:03
5753,3/15/2020,,Latvia,2020-03-15T18:20:18
5754,3/15/2020,Ohio,US,2020-03-15T18:20:19
5755,3/15/2020,,Ecuador,2020-03-14T22:53:02
5756,3/15/2020,,Morocco,2020-03-15T18:20:18
5757,3/15/2020,Wisconsin,US,2020-03-15T18:20:19
5758,3/15/2020,,Belarus,2020-03-13T22:21:59
5759,3/15/2020,,Costa Rica,2020-03-15T18:20:18
5760,3/15/2020,,Cyprus,2020-03-14T22:53:02
5761,3/15/2020,Quebec,Canada,2020-03-15T01:53:02
5762,3/15/2020,Connecticut,US,2020-03-15T18:20:19
5763,3/15/2020,Utah,US,2020-03-15T18:20:19
5764,3/15/2020,,Armenia,2020-03-15T18:20:18
5765,3/15/2020,,Bosnia and Herzegovina,2020-03-15T18:20:18
5766,3/15/2020,,Malta,2020-03-15T18:20:18
5767,3/15/2020,Grand Princess,US,2020-03-10T02:33:04
5768,3/15/2020,Nevada,US,2020-03-14T22:33:03
5769,3/15/2020,South Australia,Australia,2020-03-15T18:20:19
5770,3/15/2020,,Oman,2020-03-15T18:20:18
5771,3/15/2020,Indiana,US,2020-03-15T18:20:19
5772,3/15/2020,Rhode Island,US,2020-03-14T18:53:03
5773,3/15/2020,South Carolina,US,2020-03-14T22:33:03
5774,3/15/2020,Qinghai,Mainland China,2020-03-11T02:18:14
5775,3/15/2020,,Tunisia,2020-03-14T20:53:02
5776,3/15/2020,Iowa,US,2020-03-15T18:20:19
5777,3/15/2020,Kentucky,US,2020-03-15T02:53:02
5778,3/15/2020,Western Australia,Australia,2020-03-14T13:33:04
5779,3/15/2020,Nebraska,US,2020-03-15T18:20:19
5780,3/15/2020,,Afghanistan,2020-03-15T18:20:18
5781,3/15/2020,Arkansas,US,2020-03-15T18:20:19
5782,3/15/2020,District of Columbia,US,2020-03-15T02:53:03
5783,3/15/2020,,Azerbaijan,2020-03-13T12:13:36
5784,3/15/2020,,North Macedonia,2020-03-13T23:33:05
5785,3/15/2020,,Maldives,2020-03-15T18:20:18
5786,3/15/2020,New Mexico,US,2020-03-15T02:53:03
5787,3/15/2020,,Lithuania,2020-03-15T18:20:18
5788,3/15/2020,,Moldova,2020-03-14T20:53:02
5789,3/15/2020,Alabama,US,2020-03-15T18:20:19
5790,3/15/2020,Arizona,US,2020-03-14T18:13:23
5791,3/15/2020,Faroe Islands,Denmark,2020-03-15T18:20:19
5792,3/15/2020,,Dominican Republic,2020-03-14T20:53:02
5793,3/15/2020,,Sri Lanka,2020-03-15T18:20:18
5794,3/15/2020,,Bolivia,2020-03-14T12:53:07
5795,3/15/2020,Macau,Macau,2020-03-11T18:52:03
5796,3/15/2020,,Senegal,2020-03-13T23:33:05
5797,3/15/2020,,Martinique,2020-03-14T14:53:04
5798,3/15/2020,South Dakota,US,2020-03-14T16:53:03
5799,3/15/2020,,Jamaica,2020-03-13T22:22:02
5800,3/15/2020,,Kazakhstan,2020-03-15T18:20:18
5801,3/15/2020,,New Zealand,2020-03-15T18:20:18
5802,3/15/2020,Kansas,US,2020-03-14T22:33:03
5803,3/15/2020,,Venezuela,2020-03-15T18:20:18
5804,3/15/2020,,Cambodia,2020-03-14T12:53:07
5805,3/15/2020,,Jordan,2020-03-15T18:20:18
5806,3/15/2020,,Reunion,2020-03-15T18:20:19
5807,3/15/2020,Montana,US,2020-03-15T18:20:19
5808,3/15/2020,New Hampshire,US,2020-03-14T16:53:03
5809,3/15/2020,Tasmania,Australia,2020-03-15T18:20:19
5810,3/15/2020,,Ghana,2020-03-15T18:20:18
5811,3/15/2020,,Paraguay,2020-03-13T23:33:06
5812,3/15/2020,,Turkey,2020-03-15T18:20:18
5813,3/15/2020,Delaware,US,2020-03-14T18:13:20
5814,3/15/2020,Hawaii,US,2020-03-15T18:20:19
5815,3/15/2020,Maine,US,2020-03-15T18:20:19
5816,3/15/2020,Mississippi,US,2020-03-14T16:53:03
5817,3/15/2020,,Bangladesh,2020-03-15T18:20:18
5818,3/15/2020,French Guiana,France,2020-03-15T06:53:03
5819,3/15/2020,Idaho,US,2020-03-15T18:20:19
5820,3/15/2020,Missouri,US,2020-03-15T18:20:19
5821,3/15/2020,Vermont,US,2020-03-14T22:33:04
5822,3/15/2020,Manitoba,Canada,2020-03-14T00:13:05
5823,3/15/2020,,Cuba,2020-03-13T23:53:02
5824,3/15/2020,,Guyana,2020-03-15T18:20:19
5825,3/15/2020,,Liechtenstein,2020-03-14T20:53:02
